observation_id,country_id,indicator_id,year,period_type,period,value,unit,value_status,source_id,source_name,source_url,source_reliability,source_status,last_updated,is_official_data,is_pending,is_calculated,is_manual,is_structural_sample,is_in_cross_country_comparison,is_in_five_year_change,is_in_mean_gap,is_in_ranking_change,missing_reason,calculation_method,notes
"macro:serbia:gdp_current_eur:2025","serbia","gdp_current_eur","2025","annual","2025","88672.8","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Statistical Office of Serbia Data","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=RS&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import"
"macro:serbia:gdp_per_capita_eur:2025","serbia","gdp_per_capita_eur","2025","annual","2025","13501","欧元","正式数据","eurostat","Eurostat nama_10_pc / Statistical Office of Serbia Data","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2025&geo=RS&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import"
"macro:serbia:real_gdp_growth:2025","serbia","real_gdp_growth","2025","annual","2025","2","%","正式数据","eurostat","Eurostat nama_10_gdp / Statistical Office of Serbia Data","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=RS&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import"
"macro:serbia:hicp_inflation:2025","serbia","hicp_inflation","2025","annual","2025",,"%","待接入","eurostat","Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import","https://ec.europa.eu/eurostat/databrowser/","A","官方","2026-07-17","false","true","false","false","false","false","false","false","false","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import"
"macro:serbia:unemployment_rate:2025","serbia","unemployment_rate","2025","annual","2025","8.7","%","正式数据","eurostat","Eurostat une_rt_a / Statistical Office of Serbia Data","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=RS&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import"
"macro:serbia:population:2025","serbia","population","2025","annual","2025","6570000","人","正式数据","eurostat","Eurostat demo_pjan / Statistical Office of Serbia Data","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2025&geo=RS&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistical Office of Serbia; CPI pending RZS/NBS import"
"macro:austria:gdp_current_eur:2021","austria","gdp_current_eur","2021","annual","2021","406231.5","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=AT&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_per_capita_eur:2021","austria","gdp_per_capita_eur","2021","annual","2021","45477","欧元","正式数据","eurostat","Eurostat nama_10_pc / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2021&geo=AT&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistics Austria"
"macro:austria:real_gdp_growth:2021","austria","real_gdp_growth","2021","annual","2021","4.9","%","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=AT&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistics Austria"
"macro:austria:hicp_inflation:2021","austria","hicp_inflation","2021","annual","2021","2.8","%","正式数据","eurostat","Eurostat prc_hicp_aind / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2021&geo=AT&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistics Austria"
"macro:austria:unemployment_rate:2021","austria","unemployment_rate","2021","annual","2021","6.2","%","正式数据","eurostat","Eurostat une_rt_a / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2021&geo=AT&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistics Austria"
"macro:austria:population:2021","austria","population","2021","annual","2021","8930000","人","正式数据","eurostat","Eurostat demo_pjan / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2021&geo=AT&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_current_eur:2022","austria","gdp_current_eur","2022","annual","2022","449382.2","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=AT&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_per_capita_eur:2022","austria","gdp_per_capita_eur","2022","annual","2022","50049","欧元","正式数据","eurostat","Eurostat nama_10_pc / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2022&geo=AT&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistics Austria"
"macro:austria:real_gdp_growth:2022","austria","real_gdp_growth","2022","annual","2022","5.3","%","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=AT&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistics Austria"
"macro:austria:hicp_inflation:2022","austria","hicp_inflation","2022","annual","2022","8.6","%","正式数据","eurostat","Eurostat prc_hicp_aind / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2022&geo=AT&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistics Austria"
"macro:austria:unemployment_rate:2022","austria","unemployment_rate","2022","annual","2022","4.8","%","正式数据","eurostat","Eurostat une_rt_a / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2022&geo=AT&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistics Austria"
"macro:austria:population:2022","austria","population","2022","annual","2022","8980000","人","正式数据","eurostat","Eurostat demo_pjan / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2022&geo=AT&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_current_eur:2023","austria","gdp_current_eur","2023","annual","2023","477837.3","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=AT&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_per_capita_eur:2023","austria","gdp_per_capita_eur","2023","annual","2023","52482","欧元","正式数据","eurostat","Eurostat nama_10_pc / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2023&geo=AT&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistics Austria"
"macro:austria:real_gdp_growth:2023","austria","real_gdp_growth","2023","annual","2023","-0.8","%","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=AT&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistics Austria"
"macro:austria:hicp_inflation:2023","austria","hicp_inflation","2023","annual","2023","7.7","%","正式数据","eurostat","Eurostat prc_hicp_aind / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2023&geo=AT&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistics Austria"
"macro:austria:unemployment_rate:2023","austria","unemployment_rate","2023","annual","2023","5.1","%","正式数据","eurostat","Eurostat une_rt_a / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2023&geo=AT&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistics Austria"
"macro:austria:population:2023","austria","population","2023","annual","2023","9100000","人","正式数据","eurostat","Eurostat demo_pjan / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2023&geo=AT&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_current_eur:2024","austria","gdp_current_eur","2024","annual","2024","494087.6","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=AT&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_per_capita_eur:2024","austria","gdp_per_capita_eur","2024","annual","2024","53947","欧元","正式数据","eurostat","Eurostat nama_10_pc / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2024&geo=AT&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistics Austria"
"macro:austria:real_gdp_growth:2024","austria","real_gdp_growth","2024","annual","2024","-0.7","%","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=AT&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistics Austria"
"macro:austria:hicp_inflation:2024","austria","hicp_inflation","2024","annual","2024","2.9","%","正式数据","eurostat","Eurostat prc_hicp_aind / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2024&geo=AT&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistics Austria"
"macro:austria:unemployment_rate:2024","austria","unemployment_rate","2024","annual","2024","5.2","%","正式数据","eurostat","Eurostat une_rt_a / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2024&geo=AT&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistics Austria"
"macro:austria:population:2024","austria","population","2024","annual","2024","9160000","人","正式数据","eurostat","Eurostat demo_pjan / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2024&geo=AT&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_current_eur:2025","austria","gdp_current_eur","2025","annual","2025","514328.1","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=AT&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistics Austria"
"macro:austria:gdp_per_capita_eur:2025","austria","gdp_per_capita_eur","2025","annual","2025","55922","欧元","正式数据","eurostat","Eurostat nama_10_pc / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2025&geo=AT&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistics Austria"
"macro:austria:real_gdp_growth:2025","austria","real_gdp_growth","2025","annual","2025","0.8","%","正式数据","eurostat","Eurostat nama_10_gdp / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=AT&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistics Austria"
"macro:austria:hicp_inflation:2025","austria","hicp_inflation","2025","annual","2025","3.6","%","正式数据","eurostat","Eurostat prc_hicp_aind / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=AT&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistics Austria"
"macro:austria:unemployment_rate:2025","austria","unemployment_rate","2025","annual","2025","5.7","%","正式数据","eurostat","Eurostat une_rt_a / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=AT&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistics Austria"
"macro:austria:population:2025","austria","population","2025","annual","2025","9200000","人","正式数据","eurostat","Eurostat demo_pjan / Statistics Austria STATcube","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2025&geo=AT&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistics Austria"
"macro:croatia:gdp_current_eur:2021","croatia","gdp_current_eur","2021","annual","2021","58390.4","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=HR&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_per_capita_eur:2021","croatia","gdp_per_capita_eur","2021","annual","2021","14999","欧元","正式数据","eurostat","Eurostat nama_10_pc / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2021&geo=HR&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:real_gdp_growth:2021","croatia","real_gdp_growth","2021","annual","2021","12.6","%","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=HR&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:hicp_inflation:2021","croatia","hicp_inflation","2021","annual","2021","2.7","%","正式数据","eurostat","Eurostat prc_hicp_aind / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2021&geo=HR&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:unemployment_rate:2021","croatia","unemployment_rate","2021","annual","2021","7.5","%","正式数据","eurostat","Eurostat une_rt_a / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2021&geo=HR&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:population:2021","croatia","population","2021","annual","2021","3890000","人","正式数据","eurostat","Eurostat demo_pjan / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2021&geo=HR&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_current_eur:2022","croatia","gdp_current_eur","2022","annual","2022","67609.4","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=HR&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_per_capita_eur:2022","croatia","gdp_per_capita_eur","2022","annual","2022","17505","欧元","正式数据","eurostat","Eurostat nama_10_pc / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2022&geo=HR&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:real_gdp_growth:2022","croatia","real_gdp_growth","2022","annual","2022","7.3","%","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=HR&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:hicp_inflation:2022","croatia","hicp_inflation","2022","annual","2022","10.7","%","正式数据","eurostat","Eurostat prc_hicp_aind / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2022&geo=HR&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:unemployment_rate:2022","croatia","unemployment_rate","2022","annual","2022","6.8","%","正式数据","eurostat","Eurostat une_rt_a / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2022&geo=HR&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:population:2022","croatia","population","2022","annual","2022","3860000","人","正式数据","eurostat","Eurostat demo_pjan / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2022&geo=HR&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_current_eur:2023","croatia","gdp_current_eur","2023","annual","2023","79186.3","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=HR&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_per_capita_eur:2023","croatia","gdp_per_capita_eur","2023","annual","2023","20563","欧元","正式数据","eurostat","Eurostat nama_10_pc / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2023&geo=HR&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:real_gdp_growth:2023","croatia","real_gdp_growth","2023","annual","2023","3.8","%","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=HR&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:hicp_inflation:2023","croatia","hicp_inflation","2023","annual","2023","8.4","%","正式数据","eurostat","Eurostat prc_hicp_aind / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2023&geo=HR&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:unemployment_rate:2023","croatia","unemployment_rate","2023","annual","2023","6.1","%","正式数据","eurostat","Eurostat une_rt_a / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2023&geo=HR&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:population:2023","croatia","population","2023","annual","2023","3850000","人","正式数据","eurostat","Eurostat demo_pjan / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2023&geo=HR&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_current_eur:2024","croatia","gdp_current_eur","2024","annual","2024","85905.2","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=HR&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:gdp_per_capita_eur:2024","croatia","gdp_per_capita_eur","2024","annual","2024","22244","欧元","正式数据","eurostat","Eurostat nama_10_pc / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2024&geo=HR&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:real_gdp_growth:2024","croatia","real_gdp_growth","2024","annual","2024","3.8","%","正式数据","eurostat","Eurostat nama_10_gdp / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=HR&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:hicp_inflation:2024","croatia","hicp_inflation","2024","annual","2024","4","%","正式数据","eurostat","Eurostat prc_hicp_aind / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2024&geo=HR&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Croatian Bureau of Statistics"
"macro:croatia:unemployment_rate:2024","croatia","unemployment_rate","2024","annual","2024","5","%","正式数据","eurostat","Eurostat une_rt_a / Croatian Bureau of Statistics Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2024&geo=HR&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Croatian Bureau of Statistics"
