observation_id,country_id,indicator_id,year,period_type,period,value,unit,value_status,source_id,source_name,source_url,source_reliability,source_status,last_updated,is_official_data,is_pending,is_calculated,is_manual,is_structural_sample,is_in_cross_country_comparison,is_in_five_year_change,is_in_mean_gap,is_in_ranking_change,missing_reason,calculation_method,notes
"macro:romania:gdp_per_capita_eur:2025","romania","gdp_per_capita_eur","2025","annual","2025","19958","欧元","正式数据","eurostat","Eurostat nama_10_pc / INSSE TEMPO Online","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2025&geo=RO&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / INSSE"
"macro:romania:real_gdp_growth:2025","romania","real_gdp_growth","2025","annual","2025","0.7","%","正式数据","eurostat","Eurostat nama_10_gdp / INSSE TEMPO Online","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=RO&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / INSSE"
"macro:romania:hicp_inflation:2025","romania","hicp_inflation","2025","annual","2025","6.8","%","正式数据","eurostat","Eurostat prc_hicp_aind / INSSE TEMPO Online","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=RO&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / INSSE"
"macro:romania:unemployment_rate:2025","romania","unemployment_rate","2025","annual","2025","6.1","%","正式数据","eurostat","Eurostat une_rt_a / INSSE TEMPO Online","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=RO&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / INSSE"
"macro:romania:population:2025","romania","population","2025","annual","2025","19040000","人","正式数据","eurostat","Eurostat demo_pjan / INSSE TEMPO Online","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2025&geo=RO&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / INSSE"
"macro:czechia:gdp_current_eur:2021","czechia","gdp_current_eur","2021","annual","2021","246012.3","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=CZ&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_per_capita_eur:2021","czechia","gdp_per_capita_eur","2021","annual","2021","23441","欧元","正式数据","eurostat","Eurostat nama_10_pc / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2021&geo=CZ&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:real_gdp_growth:2021","czechia","real_gdp_growth","2021","annual","2021","4","%","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=CZ&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:hicp_inflation:2021","czechia","hicp_inflation","2021","annual","2021","3.3","%","正式数据","eurostat","Eurostat prc_hicp_aind / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2021&geo=CZ&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:unemployment_rate:2021","czechia","unemployment_rate","2021","annual","2021","2.8","%","正式数据","eurostat","Eurostat une_rt_a / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2021&geo=CZ&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:population:2021","czechia","population","2021","annual","2021","10490000","人","正式数据","eurostat","Eurostat demo_pjan / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2021&geo=CZ&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_current_eur:2022","czechia","gdp_current_eur","2022","annual","2022","286976.8","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=CZ&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_per_capita_eur:2022","czechia","gdp_per_capita_eur","2022","annual","2022","27288","欧元","正式数据","eurostat","Eurostat nama_10_pc / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2022&geo=CZ&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:real_gdp_growth:2022","czechia","real_gdp_growth","2022","annual","2022","2.8","%","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=CZ&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:hicp_inflation:2022","czechia","hicp_inflation","2022","annual","2022","14.8","%","正式数据","eurostat","Eurostat prc_hicp_aind / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2022&geo=CZ&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:unemployment_rate:2022","czechia","unemployment_rate","2022","annual","2022","2.2","%","正式数据","eurostat","Eurostat une_rt_a / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2022&geo=CZ&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:population:2022","czechia","population","2022","annual","2022","10520000","人","正式数据","eurostat","Eurostat demo_pjan / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2022&geo=CZ&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_current_eur:2023","czechia","gdp_current_eur","2023","annual","2023","319099.1","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=CZ&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_per_capita_eur:2023","czechia","gdp_per_capita_eur","2023","annual","2023","29471","欧元","正式数据","eurostat","Eurostat nama_10_pc / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2023&geo=CZ&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:real_gdp_growth:2023","czechia","real_gdp_growth","2023","annual","2023","0","%","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=CZ&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:hicp_inflation:2023","czechia","hicp_inflation","2023","annual","2023","12","%","正式数据","eurostat","Eurostat prc_hicp_aind / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2023&geo=CZ&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:unemployment_rate:2023","czechia","unemployment_rate","2023","annual","2023","2.6","%","正式数据","eurostat","Eurostat une_rt_a / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2023&geo=CZ&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:population:2023","czechia","population","2023","annual","2023","10830000","人","正式数据","eurostat","Eurostat demo_pjan / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2023&geo=CZ&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_current_eur:2024","czechia","gdp_current_eur","2024","annual","2024","320786.5","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=CZ&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_per_capita_eur:2024","czechia","gdp_per_capita_eur","2024","annual","2024","29428","欧元","正式数据","eurostat","Eurostat nama_10_pc / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2024&geo=CZ&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:real_gdp_growth:2024","czechia","real_gdp_growth","2024","annual","2024","1.3","%","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=CZ&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:hicp_inflation:2024","czechia","hicp_inflation","2024","annual","2024","2.7","%","正式数据","eurostat","Eurostat prc_hicp_aind / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2024&geo=CZ&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:unemployment_rate:2024","czechia","unemployment_rate","2024","annual","2024","2.6","%","正式数据","eurostat","Eurostat une_rt_a / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2024&geo=CZ&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:population:2024","czechia","population","2024","annual","2024","10900000","人","正式数据","eurostat","Eurostat demo_pjan / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2024&geo=CZ&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_current_eur:2025","czechia","gdp_current_eur","2025","annual","2025","346583.4","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=CZ&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:gdp_per_capita_eur:2025","czechia","gdp_per_capita_eur","2025","annual","2025","31769","欧元","正式数据","eurostat","Eurostat nama_10_pc / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2025&geo=CZ&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:real_gdp_growth:2025","czechia","real_gdp_growth","2025","annual","2025","2.6","%","正式数据","eurostat","Eurostat nama_10_gdp / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2025&geo=CZ&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:hicp_inflation:2025","czechia","hicp_inflation","2025","annual","2025","2.3","%","正式数据","eurostat","Eurostat prc_hicp_aind / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2025&geo=CZ&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:unemployment_rate:2025","czechia","unemployment_rate","2025","annual","2025","2.8","%","正式数据","eurostat","Eurostat une_rt_a / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2025&geo=CZ&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Czech Statistical Office"
"macro:czechia:population:2025","czechia","population","2025","annual","2025","10910000","人","正式数据","eurostat","Eurostat demo_pjan / Czech Statistical Office Public Database","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2025&geo=CZ&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Czech Statistical Office"
"macro:slovakia:gdp_current_eur:2021","slovakia","gdp_current_eur","2021","annual","2021","101891.6","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=SK&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_per_capita_eur:2021","slovakia","gdp_per_capita_eur","2021","annual","2021","18662","欧元","正式数据","eurostat","Eurostat nama_10_pc / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2021&geo=SK&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:real_gdp_growth:2021","slovakia","real_gdp_growth","2021","annual","2021","5.7","%","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2021&geo=SK&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:hicp_inflation:2021","slovakia","hicp_inflation","2021","annual","2021","2.8","%","正式数据","eurostat","Eurostat prc_hicp_aind / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2021&geo=SK&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:unemployment_rate:2021","slovakia","unemployment_rate","2021","annual","2021","6.8","%","正式数据","eurostat","Eurostat une_rt_a / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2021&geo=SK&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:population:2021","slovakia","population","2021","annual","2021","5460000","人","正式数据","eurostat","Eurostat demo_pjan / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2021&geo=SK&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_current_eur:2022","slovakia","gdp_current_eur","2022","annual","2022","109959.8","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=SK&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_per_capita_eur:2022","slovakia","gdp_per_capita_eur","2022","annual","2022","20233","欧元","正式数据","eurostat","Eurostat nama_10_pc / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2022&geo=SK&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:real_gdp_growth:2022","slovakia","real_gdp_growth","2022","annual","2022","0.5","%","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2022&geo=SK&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:hicp_inflation:2022","slovakia","hicp_inflation","2022","annual","2022","12.1","%","正式数据","eurostat","Eurostat prc_hicp_aind / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2022&geo=SK&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:unemployment_rate:2022","slovakia","unemployment_rate","2022","annual","2022","6.1","%","正式数据","eurostat","Eurostat une_rt_a / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2022&geo=SK&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:population:2022","slovakia","population","2022","annual","2022","5430000","人","正式数据","eurostat","Eurostat demo_pjan / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2022&geo=SK&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_current_eur:2023","slovakia","gdp_current_eur","2023","annual","2023","123538.7","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=SK&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_per_capita_eur:2023","slovakia","gdp_per_capita_eur","2023","annual","2023","22756","欧元","正式数据","eurostat","Eurostat nama_10_pc / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2023&geo=SK&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:real_gdp_growth:2023","slovakia","real_gdp_growth","2023","annual","2023","2.1","%","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2023&geo=SK&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:hicp_inflation:2023","slovakia","hicp_inflation","2023","annual","2023","11","%","正式数据","eurostat","Eurostat prc_hicp_aind / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2023&geo=SK&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:unemployment_rate:2023","slovakia","unemployment_rate","2023","annual","2023","5.8","%","正式数据","eurostat","Eurostat une_rt_a / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2023&geo=SK&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:population:2023","slovakia","population","2023","annual","2023","5430000","人","正式数据","eurostat","Eurostat demo_pjan / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2023&geo=SK&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_current_eur:2024","slovakia","gdp_current_eur","2024","annual","2024","130207.5","百万欧元","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=SK&unit=CP_MEUR&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","名义 GDP，当年价格。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:gdp_per_capita_eur:2024","slovakia","gdp_per_capita_eur","2024","annual","2024","24003","欧元","正式数据","eurostat","Eurostat nama_10_pc / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_pc?time=2024&geo=SK&unit=CP_EUR_HAB&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","按 GDP 与人口换算。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:real_gdp_growth:2024","slovakia","real_gdp_growth","2024","annual","2024","1.9","%","正式数据","eurostat","Eurostat nama_10_gdp / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?time=2024&geo=SK&unit=CLV_PCH_PRE&na_item=B1GQ","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","链式体量，较上年变化率。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:hicp_inflation:2024","slovakia","hicp_inflation","2024","annual","2024","3.2","%","正式数据","eurostat","Eurostat prc_hicp_aind / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_aind?time=2024&geo=SK&coicop=CP00&unit=RCH_A_AVG","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年均消费者价格变化率；欧盟国家采用 HICP。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:unemployment_rate:2024","slovakia","unemployment_rate","2024","annual","2024","5.3","%","正式数据","eurostat","Eurostat une_rt_a / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/une_rt_a?time=2024&geo=SK&sex=T&age=Y15-74&unit=PC_ACT","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","15-74 岁劳动力口径。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
"macro:slovakia:population:2024","slovakia","population","2024","annual","2024","5420000","人","正式数据","eurostat","Eurostat demo_pjan / DATAcube Slovakia","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_pjan?time=2024&geo=SK&sex=T&age=TOTAL&unit=NR","A","官方","2026-07-17","true","false","false","false","false","true","true","false","false","无","无","年初人口；单位已按指标字典转换为人。 数据来源：Eurostat / Statistical Office of the Slovak Republic"
