region_observation_id,region_id,country_id,region_indicator_id,year,period_type,value,unit,value_status,source_id,source_name,source_url,source_reliability,source_status,is_official_data,is_pending,is_calculated,is_manual,is_structural_sample,is_in_map_layer,is_in_region_comparison,is_in_future_model_candidate,missing_reason,calculation_method,last_updated,notes,source,status,updated_at
"romania_buzau_regional_unemployment_rate_2024","romania_buzau","romania","regional_unemployment_rate","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_buzau_regional_manufacturing_share_2024","romania_buzau","romania","regional_manufacturing_share","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_population_2021","romania_caras_severin","romania","regional_population","2021","annual","266283","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_2021","romania_caras_severin","romania","regional_gdp","2021","annual","2401.21","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_per_capita_2021","romania_caras_severin","romania","regional_gdp_per_capita","2021","annual","9018","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO422.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_caras_severin_regional_unemployment_rate_2021","romania_caras_severin","romania","regional_unemployment_rate","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_manufacturing_share_2021","romania_caras_severin","romania","regional_manufacturing_share","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_population_2022","romania_caras_severin","romania","regional_population","2022","annual","246319","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_2022","romania_caras_severin","romania","regional_gdp","2022","annual","2783.89","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_per_capita_2022","romania_caras_severin","romania","regional_gdp_per_capita","2022","annual","11302","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO422.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_caras_severin_regional_unemployment_rate_2022","romania_caras_severin","romania","regional_unemployment_rate","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_manufacturing_share_2022","romania_caras_severin","romania","regional_manufacturing_share","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_population_2023","romania_caras_severin","romania","regional_population","2023","annual","244904","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_2023","romania_caras_severin","romania","regional_gdp","2023","annual","3312.77","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_per_capita_2023","romania_caras_severin","romania","regional_gdp_per_capita","2023","annual","13527","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO422.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_caras_severin_regional_unemployment_rate_2023","romania_caras_severin","romania","regional_unemployment_rate","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_manufacturing_share_2023","romania_caras_severin","romania","regional_manufacturing_share","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_population_2024","romania_caras_severin","romania","regional_population","2024","annual","243685","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_2024","romania_caras_severin","romania","regional_gdp","2024","annual","3655.44","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_caras_severin_regional_gdp_per_capita_2024","romania_caras_severin","romania","regional_gdp_per_capita","2024","annual","15001","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO422.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_caras_severin_regional_unemployment_rate_2024","romania_caras_severin","romania","regional_unemployment_rate","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_caras_severin_regional_manufacturing_share_2024","romania_caras_severin","romania","regional_manufacturing_share","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_population_2021","romania_calarasi","romania","regional_population","2021","annual","277701","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_2021","romania_calarasi","romania","regional_gdp","2021","annual","1916.77","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_per_capita_2021","romania_calarasi","romania","regional_gdp_per_capita","2021","annual","6902","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO312.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_calarasi_regional_unemployment_rate_2021","romania_calarasi","romania","regional_unemployment_rate","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_manufacturing_share_2021","romania_calarasi","romania","regional_manufacturing_share","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_population_2022","romania_calarasi","romania","regional_population","2022","annual","281980","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_2022","romania_calarasi","romania","regional_gdp","2022","annual","2123.77","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_per_capita_2022","romania_calarasi","romania","regional_gdp_per_capita","2022","annual","7532","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO312.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_calarasi_regional_unemployment_rate_2022","romania_calarasi","romania","regional_unemployment_rate","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_manufacturing_share_2022","romania_calarasi","romania","regional_manufacturing_share","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_population_2023","romania_calarasi","romania","regional_population","2023","annual","280468","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_2023","romania_calarasi","romania","regional_gdp","2023","annual","2342.56","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_per_capita_2023","romania_calarasi","romania","regional_gdp_per_capita","2023","annual","8352","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO312.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_calarasi_regional_unemployment_rate_2023","romania_calarasi","romania","regional_unemployment_rate","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_manufacturing_share_2023","romania_calarasi","romania","regional_manufacturing_share","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_population_2024","romania_calarasi","romania","regional_population","2024","annual","279349","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_2024","romania_calarasi","romania","regional_gdp","2024","annual","2537.67","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_calarasi_regional_gdp_per_capita_2024","romania_calarasi","romania","regional_gdp_per_capita","2024","annual","9084","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO312.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_calarasi_regional_unemployment_rate_2024","romania_calarasi","romania","regional_unemployment_rate","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_calarasi_regional_manufacturing_share_2024","romania_calarasi","romania","regional_manufacturing_share","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_cluj_regional_population_2021","romania_cluj","romania","regional_population","2021","annual","710284","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_cluj_regional_gdp_2021","romania_cluj","romania","regional_gdp","2021","annual","12510.37","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_cluj_regional_gdp_per_capita_2021","romania_cluj","romania","regional_gdp_per_capita","2021","annual","17613","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO113.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_cluj_regional_unemployment_rate_2021","romania_cluj","romania","regional_unemployment_rate","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_cluj_regional_manufacturing_share_2021","romania_cluj","romania","regional_manufacturing_share","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_cluj_regional_population_2022","romania_cluj","romania","regional_population","2022","annual","683028","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_cluj_regional_gdp_2022","romania_cluj","romania","regional_gdp","2022","annual","14929.58","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_cluj_regional_gdp_per_capita_2022","romania_cluj","romania","regional_gdp_per_capita","2022","annual","21858","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO113.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_cluj_regional_unemployment_rate_2022","romania_cluj","romania","regional_unemployment_rate","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_cluj_regional_manufacturing_share_2022","romania_cluj","romania","regional_manufacturing_share","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"romania_cluj_regional_population_2023","romania_cluj","romania","regional_population","2023","annual","688844","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_cluj_regional_gdp_2023","romania_cluj","romania","regional_gdp","2023","annual","17052.05","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"romania_cluj_regional_gdp_per_capita_2023","romania_cluj","romania","regional_gdp_per_capita","2023","annual","24755","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: RO113.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"romania_cluj_regional_unemployment_rate_2023","romania_cluj","romania","regional_unemployment_rate","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
