region_observation_id,region_id,country_id,region_indicator_id,year,period_type,value,unit,value_status,source_id,source_name,source_url,source_reliability,source_status,is_official_data,is_pending,is_calculated,is_manual,is_structural_sample,is_in_map_layer,is_in_region_comparison,is_in_future_model_candidate,missing_reason,calculation_method,last_updated,notes,source,status,updated_at
"czechia_zlin_regional_manufacturing_share_2021","czechia_zlin","czechia","regional_manufacturing_share","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_zlin_regional_population_2022","czechia_zlin","czechia","regional_population","2022","annual","572432","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_zlin_regional_gdp_2022","czechia_zlin","czechia","regional_gdp","2022","annual","12596.06","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_zlin_regional_gdp_per_capita_2022","czechia_zlin","czechia","regional_gdp_per_capita","2022","annual","22004","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ072.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_zlin_regional_unemployment_rate_2022","czechia_zlin","czechia","regional_unemployment_rate","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_zlin_regional_manufacturing_share_2022","czechia_zlin","czechia","regional_manufacturing_share","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_zlin_regional_population_2023","czechia_zlin","czechia","regional_population","2023","annual","580531","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_zlin_regional_gdp_2023","czechia_zlin","czechia","regional_gdp","2023","annual","14209.9","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_zlin_regional_gdp_per_capita_2023","czechia_zlin","czechia","regional_gdp_per_capita","2023","annual","24477","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ072.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_zlin_regional_unemployment_rate_2023","czechia_zlin","czechia","regional_unemployment_rate","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_zlin_regional_manufacturing_share_2023","czechia_zlin","czechia","regional_manufacturing_share","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_zlin_regional_population_2024","czechia_zlin","czechia","regional_population","2024","annual","580744","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_zlin_regional_gdp_2024","czechia_zlin","czechia","regional_gdp","2024","annual","14069.51","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_zlin_regional_gdp_per_capita_2024","czechia_zlin","czechia","regional_gdp_per_capita","2024","annual","24227","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ072.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_zlin_regional_unemployment_rate_2024","czechia_zlin","czechia","regional_unemployment_rate","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_zlin_regional_manufacturing_share_2024","czechia_zlin","czechia","regional_manufacturing_share","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_population_2021","czechia_moravian_silesian","czechia","regional_population","2021","annual","1183440","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_2021","czechia_moravian_silesian","czechia","regional_gdp","2021","annual","21414.23","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_per_capita_2021","czechia_moravian_silesian","czechia","regional_gdp_per_capita","2021","annual","18095","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ080.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_moravian_silesian_regional_unemployment_rate_2021","czechia_moravian_silesian","czechia","regional_unemployment_rate","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_manufacturing_share_2021","czechia_moravian_silesian","czechia","regional_manufacturing_share","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_population_2022","czechia_moravian_silesian","czechia","regional_population","2022","annual","1177989","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_2022","czechia_moravian_silesian","czechia","regional_gdp","2022","annual","24777.1","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_per_capita_2022","czechia_moravian_silesian","czechia","regional_gdp_per_capita","2022","annual","21033","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ080.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_moravian_silesian_regional_unemployment_rate_2022","czechia_moravian_silesian","czechia","regional_unemployment_rate","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_manufacturing_share_2022","czechia_moravian_silesian","czechia","regional_manufacturing_share","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_population_2023","czechia_moravian_silesian","czechia","regional_population","2023","annual","1189674","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_2023","czechia_moravian_silesian","czechia","regional_gdp","2023","annual","26954.08","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_per_capita_2023","czechia_moravian_silesian","czechia","regional_gdp_per_capita","2023","annual","22657","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ080.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_moravian_silesian_regional_unemployment_rate_2023","czechia_moravian_silesian","czechia","regional_unemployment_rate","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_manufacturing_share_2023","czechia_moravian_silesian","czechia","regional_manufacturing_share","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_population_2024","czechia_moravian_silesian","czechia","regional_population","2024","annual","1189204","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_2024","czechia_moravian_silesian","czechia","regional_gdp","2024","annual","27398.34","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"czechia_moravian_silesian_regional_gdp_per_capita_2024","czechia_moravian_silesian","czechia","regional_gdp_per_capita","2024","annual","23039","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: CZ080.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"czechia_moravian_silesian_regional_unemployment_rate_2024","czechia_moravian_silesian","czechia","regional_unemployment_rate","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"czechia_moravian_silesian_regional_manufacturing_share_2024","czechia_moravian_silesian","czechia","regional_manufacturing_share","2024","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_population_2021","slovakia_bratislava","slovakia","regional_population","2021","annual","677024","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_2021","slovakia_bratislava","slovakia","regional_gdp","2021","annual","29037.48","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_per_capita_2021","slovakia_bratislava","slovakia","regional_gdp_per_capita","2021","annual","42890","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: SK010.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"slovakia_bratislava_regional_unemployment_rate_2021","slovakia_bratislava","slovakia","regional_unemployment_rate","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_manufacturing_share_2021","slovakia_bratislava","slovakia","regional_manufacturing_share","2021","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_population_2022","slovakia_bratislava","slovakia","regional_population","2022","annual","723714","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_2022","slovakia_bratislava","slovakia","regional_gdp","2022","annual","31154.93","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_per_capita_2022","slovakia_bratislava","slovakia","regional_gdp_per_capita","2022","annual","43049","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: SK010.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"slovakia_bratislava_regional_unemployment_rate_2022","slovakia_bratislava","slovakia","regional_unemployment_rate","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_manufacturing_share_2022","slovakia_bratislava","slovakia","regional_manufacturing_share","2022","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_population_2023","slovakia_bratislava","slovakia","regional_population","2023","annual","728370","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_2023","slovakia_bratislava","slovakia","regional_gdp","2023","annual","34184.65","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_per_capita_2023","slovakia_bratislava","slovakia","regional_gdp_per_capita","2023","annual","46933","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: SK010.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
"slovakia_bratislava_regional_unemployment_rate_2023","slovakia_bratislava","slovakia","regional_unemployment_rate","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","false","false","false","false","false","false","Eurostat 区域失业率的可用层级与当前国家展示层级不完全一致；不做向下分摊。","不适用。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_manufacturing_share_2023","slovakia_bratislava","slovakia","regional_manufacturing_share","2023","annual",,"%","待接入","pending_region_sources","Eurostat regional statistics / 各国统计局区域统计","","D","待接入","false","true","true","false","false","false","false","false","官方区域制造业增加值与总增加值的统一分子、分母序列尚未完成接入。","待接入区域制造业 GVA 与区域总 GVA 后计算；当前不生成结果。","2026-08-14","明确缺失位置；不得填 0、复制国家值或进入事实图层。","Eurostat regional statistics / 各国统计局区域统计","待接入","2026-08-14"
"slovakia_bratislava_regional_population_2024","slovakia_bratislava","slovakia","regional_population","2024","annual","732757","人","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_2024","slovakia_bratislava","slovakia","regional_gdp","2024","annual","36496.5","百万欧元","正式数据","eurostat_regional_statistics","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR","A","官方来源","true","false","false","false","false","true","true","false","","Official Eurostat regional observation.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","正式数据","2026-08-14"
"slovakia_bratislava_regional_gdp_per_capita_2024","slovakia_bratislava","slovakia","regional_gdp_per_capita","2024","annual","49807","欧元","计算值","eurostat_regional_calculated","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","官方来源","false","false","true","false","false","true","true","false","","regional_gdp (million EUR) * 1,000,000 / regional_population; source region codes: SK010.","2026-08-14","Regional fact; never derived from a national observation.","Eurostat regional statistics","计算值","2026-08-14"
