region_observation_id,country_id,region_id,region_indicator_id,year,value,unit,value_status,source_name,source_url,source_reliability,calculation_method,last_updated,notes
"hungary_veszprem_regional_gdp_per_capita_change_pct_2024","hungary","hungary_veszprem","regional_gdp_per_capita_change_pct","2024","31.12","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_zala_regional_population_change_pct_2024","hungary","hungary_zala","regional_population_change_pct","2024","-1.14","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"hungary_zala_regional_gdp_per_capita_change_pct_2024","hungary","hungary_zala","regional_gdp_per_capita_change_pct","2024","26.66","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_prague_regional_population_change_pct_2024","czechia","czechia_prague","regional_population_change_pct","2024","9.95","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_prague_regional_gdp_per_capita_change_pct_2024","czechia","czechia_prague","regional_gdp_per_capita_change_pct","2024","18.08","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_central_bohemian_regional_population_change_pct_2024","czechia","czechia_central_bohemian","regional_population_change_pct","2024","6.07","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_central_bohemian_regional_gdp_per_capita_change_pct_2024","czechia","czechia_central_bohemian","regional_gdp_per_capita_change_pct","2024","28.72","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_south_bohemian_regional_population_change_pct_2024","czechia","czechia_south_bohemian","regional_population_change_pct","2024","2.84","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_south_bohemian_regional_gdp_per_capita_change_pct_2024","czechia","czechia_south_bohemian","regional_gdp_per_capita_change_pct","2024","25.04","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_plzen_regional_population_change_pct_2024","czechia","czechia_plzen","regional_population_change_pct","2024","6.42","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_plzen_regional_gdp_per_capita_change_pct_2024","czechia","czechia_plzen","regional_gdp_per_capita_change_pct","2024","23.27","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_karlovy_vary_regional_population_change_pct_2024","czechia","czechia_karlovy_vary","regional_population_change_pct","2024","3.53","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_karlovy_vary_regional_gdp_per_capita_change_pct_2024","czechia","czechia_karlovy_vary","regional_gdp_per_capita_change_pct","2024","31.76","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_usti_regional_population_change_pct_2024","czechia","czechia_usti","regional_population_change_pct","2024","1.2","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_usti_regional_gdp_per_capita_change_pct_2024","czechia","czechia_usti","regional_gdp_per_capita_change_pct","2024","25.08","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_liberec_regional_population_change_pct_2024","czechia","czechia_liberec","regional_population_change_pct","2024","3.02","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_liberec_regional_gdp_per_capita_change_pct_2024","czechia","czechia_liberec","regional_gdp_per_capita_change_pct","2024","30.52","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_hradec_kralove_regional_population_change_pct_2024","czechia","czechia_hradec_kralove","regional_population_change_pct","2024","2.34","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_hradec_kralove_regional_gdp_per_capita_change_pct_2024","czechia","czechia_hradec_kralove","regional_gdp_per_capita_change_pct","2024","23.84","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_pardubice_regional_population_change_pct_2024","czechia","czechia_pardubice","regional_population_change_pct","2024","3.14","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_pardubice_regional_gdp_per_capita_change_pct_2024","czechia","czechia_pardubice","regional_gdp_per_capita_change_pct","2024","33.67","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_vysocina_regional_population_change_pct_2024","czechia","czechia_vysocina","regional_population_change_pct","2024","2.77","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_vysocina_regional_gdp_per_capita_change_pct_2024","czechia","czechia_vysocina","regional_gdp_per_capita_change_pct","2024","25.19","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_south_moravian_regional_population_change_pct_2024","czechia","czechia_south_moravian","regional_population_change_pct","2024","3.85","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_south_moravian_regional_gdp_per_capita_change_pct_2024","czechia","czechia_south_moravian","regional_gdp_per_capita_change_pct","2024","22.79","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_olomouc_regional_population_change_pct_2024","czechia","czechia_olomouc","regional_population_change_pct","2024","1.27","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_olomouc_regional_gdp_per_capita_change_pct_2024","czechia","czechia_olomouc","regional_gdp_per_capita_change_pct","2024","30.43","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_zlin_regional_population_change_pct_2024","czechia","czechia_zlin","regional_population_change_pct","2024","1.22","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_zlin_regional_gdp_per_capita_change_pct_2024","czechia","czechia_zlin","regional_gdp_per_capita_change_pct","2024","25.72","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_moravian_silesian_regional_population_change_pct_2024","czechia","czechia_moravian_silesian","regional_population_change_pct","2024","0.49","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"czechia_moravian_silesian_regional_gdp_per_capita_change_pct_2024","czechia","czechia_moravian_silesian","regional_gdp_per_capita_change_pct","2024","27.32","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_bratislava_regional_population_change_pct_2024","slovakia","slovakia_bratislava","regional_population_change_pct","2024","8.23","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_bratislava_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_bratislava","regional_gdp_per_capita_change_pct","2024","16.13","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_trnava_regional_population_change_pct_2024","slovakia","slovakia_trnava","regional_population_change_pct","2024","0.14","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_trnava_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_trnava","regional_gdp_per_capita_change_pct","2024","34.43","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_trencin_regional_population_change_pct_2024","slovakia","slovakia_trencin","regional_population_change_pct","2024","-2.48","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_trencin_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_trencin","regional_gdp_per_capita_change_pct","2024","25.3","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_nitra_regional_population_change_pct_2024","slovakia","slovakia_nitra","regional_population_change_pct","2024","-0.48","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_nitra_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_nitra","regional_gdp_per_capita_change_pct","2024","41.89","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_zilina_regional_population_change_pct_2024","slovakia","slovakia_zilina","regional_population_change_pct","2024","-0.57","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_zilina_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_zilina","regional_gdp_per_capita_change_pct","2024","28.14","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_banska_bystrica_regional_population_change_pct_2024","slovakia","slovakia_banska_bystrica","regional_population_change_pct","2024","-4.47","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_banska_bystrica_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_banska_bystrica","regional_gdp_per_capita_change_pct","2024","28.13","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_presov_regional_population_change_pct_2024","slovakia","slovakia_presov","regional_population_change_pct","2024","-2.2","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_presov_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_presov","regional_gdp_per_capita_change_pct","2024","28.8","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_kosice_regional_population_change_pct_2024","slovakia","slovakia_kosice","regional_population_change_pct","2024","-2.87","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"slovakia_kosice_regional_gdp_per_capita_change_pct_2024","slovakia","slovakia_kosice","regional_gdp_per_capita_change_pct","2024","28.93","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_baden_wurttemberg_regional_population_change_pct_2024","germany","germany_baden_wurttemberg","regional_population_change_pct","2024","1.15","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_baden_wurttemberg_regional_gdp_per_capita_change_pct_2024","germany","germany_baden_wurttemberg","regional_gdp_per_capita_change_pct","2024","16.51","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_baden_wurttemberg_regional_unemployment_change_pp_2024","germany","germany_baden_wurttemberg","regional_unemployment_change_pp","2024","-0.2","百分点","计算值","Eurostat regional labour market statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/lfst_r_lfu3rt?sex=T&age=Y15-74&isced11=TOTAL&unit=PC&sinceTimePeriod=2021&untilTimePeriod=2024&lang=en","A","value_2024 - value_2021; start_year=2021; end_year=2024; source_indicator=regional_unemployment_rate.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_bavaria_regional_population_change_pct_2024","germany","germany_bavaria","regional_population_change_pct","2024","0.28","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_bavaria_regional_gdp_per_capita_change_pct_2024","germany","germany_bavaria","regional_gdp_per_capita_change_pct","2024","17.67","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10r_3gdp?unit=MIO_EUR | https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_gdp_per_capita.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_bavaria_regional_unemployment_change_pp_2024","germany","germany_bavaria","regional_unemployment_change_pp","2024","-0.1","百分点","计算值","Eurostat regional labour market statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/lfst_r_lfu3rt?sex=T&age=Y15-74&isced11=TOTAL&unit=PC&sinceTimePeriod=2021&untilTimePeriod=2024&lang=en","A","value_2024 - value_2021; start_year=2021; end_year=2024; source_indicator=regional_unemployment_rate.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
"germany_berlin_regional_population_change_pct_2024","germany","germany_berlin","regional_population_change_pct","2024","-0.05","%","计算值","Eurostat regional statistics","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/demo_r_pjanaggr3?sex=T&age=TOTAL&unit=NR","A","(value_2024 / value_2021 - 1) * 100; start_year=2021; end_year=2024; source_indicator=regional_population.","2026-08-15","Historical factual change, not a forecast, risk score, or performance rating."
