check_id,country_id,indicator_id,year,value,unit,status,source_name,source_url,source_reliability_level,updated_at,is_official_data,is_pending,is_computed,is_manual,included_in_derived_comparison,included_in_five_year_change,included_in_mean_gap,included_in_rank_change,missing_reason,note
"v4_quality:hungary:automotive_export_share:2021","hungary","automotive_export_share","2021","21.9","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=HU&time=2021","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:hungary:automotive_export_share:2022","hungary","automotive_export_share","2022","20.4","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=HU&time=2022","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:hungary:automotive_export_share:2023","hungary","automotive_export_share","2023","22.7","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=HU&time=2023","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:hungary:automotive_export_share:2024","hungary","automotive_export_share","2024","21.9","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=HU&time=2024","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:hungary:automotive_export_share:2025","hungary","automotive_export_share","2025",,"%","pending","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=HU&time=2025","A","2026-07-03","false","true","true","false","false","false","false","false","数值待接入","导入时 Eurostat ext_tec09 暂未发布该年度数值，保留为待接入。"
"v4_quality:czechia:fiscal_deficit_gdp:2021","czechia","fiscal_deficit_gdp","2021","-5","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=CZ&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:fiscal_deficit_gdp:2022","czechia","fiscal_deficit_gdp","2022","-3.1","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=CZ&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:fiscal_deficit_gdp:2023","czechia","fiscal_deficit_gdp","2023","-3.7","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=CZ&time=2023","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:fiscal_deficit_gdp:2024","czechia","fiscal_deficit_gdp","2024","-2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=CZ&time=2024","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:fiscal_deficit_gdp:2025","czechia","fiscal_deficit_gdp","2025","-2.1","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=CZ&time=2025","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_debt_gdp:2021","czechia","government_debt_gdp","2021","40.7","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=CZ&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_debt_gdp:2022","czechia","government_debt_gdp","2022","42.5","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=CZ&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_debt_gdp:2023","czechia","government_debt_gdp","2023","42.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=CZ&time=2023","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_debt_gdp:2024","czechia","government_debt_gdp","2024","43.3","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=CZ&time=2024","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_debt_gdp:2025","czechia","government_debt_gdp","2025","44.3","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=CZ&time=2025","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_revenue_gdp:2021","czechia","government_revenue_gdp","2021","40.1","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=CZ&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_revenue_gdp:2022","czechia","government_revenue_gdp","2022","40.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=CZ&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_revenue_gdp:2023","czechia","government_revenue_gdp","2023","40.3","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=CZ&time=2023","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_revenue_gdp:2024","czechia","government_revenue_gdp","2024","41.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=CZ&time=2024","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_revenue_gdp:2025","czechia","government_revenue_gdp","2025","41","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=CZ&time=2025","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_expenditure_gdp:2021","czechia","government_expenditure_gdp","2021","45","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TE&geo=CZ&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_expenditure_gdp:2022","czechia","government_expenditure_gdp","2022","43.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TE&geo=CZ&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_expenditure_gdp:2023","czechia","government_expenditure_gdp","2023","44","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TE&geo=CZ&time=2023","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_expenditure_gdp:2024","czechia","government_expenditure_gdp","2024","43.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TE&geo=CZ&time=2024","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:government_expenditure_gdp:2025","czechia","government_expenditure_gdp","2025","43.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TE&geo=CZ&time=2025","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:exports_mio_eur:2021","czechia","exports_mio_eur","2021","173561.8","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2021","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:exports_mio_eur:2022","czechia","exports_mio_eur","2022","207798.3","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2022","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:exports_mio_eur:2023","czechia","exports_mio_eur","2023","218273.7","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2023","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:exports_mio_eur:2024","czechia","exports_mio_eur","2024","220888.9","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2024","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:exports_mio_eur:2025","czechia","exports_mio_eur","2025","232020.6","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2025","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:imports_mio_eur:2021","czechia","imports_mio_eur","2021","164405.3","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P7&geo=CZ&time=2021","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:imports_mio_eur:2022","czechia","imports_mio_eur","2022","205481.3","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P7&geo=CZ&time=2022","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:imports_mio_eur:2023","czechia","imports_mio_eur","2023","202594.4","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P7&geo=CZ&time=2023","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:imports_mio_eur:2024","czechia","imports_mio_eur","2024","200838.3","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P7&geo=CZ&time=2024","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:imports_mio_eur:2025","czechia","imports_mio_eur","2025","211742.9","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P7&geo=CZ&time=2025","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:trade_balance_mio_eur:2021","czechia","trade_balance_mio_eur","2021","9156.5","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2021","A","2026-07-02","true","false","true","false","true","true","true","true","","由 Eurostat P6 出口减 P7 进口计算。"
"v4_quality:czechia:trade_balance_mio_eur:2022","czechia","trade_balance_mio_eur","2022","2317","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2022","A","2026-07-02","true","false","true","false","true","true","true","true","","由 Eurostat P6 出口减 P7 进口计算。"
"v4_quality:czechia:trade_balance_mio_eur:2023","czechia","trade_balance_mio_eur","2023","15679.3","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2023","A","2026-07-02","true","false","true","false","true","true","true","true","","由 Eurostat P6 出口减 P7 进口计算。"
"v4_quality:czechia:trade_balance_mio_eur:2024","czechia","trade_balance_mio_eur","2024","20050.6","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2024","A","2026-07-02","true","false","true","false","true","true","true","true","","由 Eurostat P6 出口减 P7 进口计算。"
"v4_quality:czechia:trade_balance_mio_eur:2025","czechia","trade_balance_mio_eur","2025","20277.7","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_gdp?unit=CP_MEUR&na_item=P6&geo=CZ&time=2025","A","2026-07-02","true","false","true","false","true","true","true","true","","由 Eurostat P6 出口减 P7 进口计算。"
"v4_quality:czechia:current_account_gdp:2021","czechia","current_account_gdp","2021","-2.1","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=CZ&time=2021","A","2026-07-03","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:current_account_gdp:2022","czechia","current_account_gdp","2022","-4.7","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=CZ&time=2022","A","2026-07-03","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:current_account_gdp:2023","czechia","current_account_gdp","2023","-0.1","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=CZ&time=2023","A","2026-07-03","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:current_account_gdp:2024","czechia","current_account_gdp","2024","1.7","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=CZ&time=2024","A","2026-07-03","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:current_account_gdp:2025","czechia","current_account_gdp","2025","0.7","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tipsbp20?unit=PC_GDP&geo=CZ&time=2025","A","2026-07-03","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:fdi_mio_eur:2021","czechia","fdi_mio_eur","2021","11082.8","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/bop_fdi6_flow?freq=A&currency=MIO_EUR&nace_r2=FDI&stk_flow=LIAB&entity=TOTAL&fdi_item=DI__D__F&partner=WRL_REST&geo=CZ&time=2021","A","2026-06-09","true","false","false","false","true","true","true","true","","Eurostat BPM6 口径：直接投资负债流入；负值表示净减少。"
"v4_quality:czechia:fdi_mio_eur:2022","czechia","fdi_mio_eur","2022","9053.5","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/bop_fdi6_flow?freq=A&currency=MIO_EUR&nace_r2=FDI&stk_flow=LIAB&entity=TOTAL&fdi_item=DI__D__F&partner=WRL_REST&geo=CZ&time=2022","A","2026-06-09","true","false","false","false","true","true","true","true","","Eurostat BPM6 口径：直接投资负债流入；负值表示净减少。"
"v4_quality:czechia:fdi_mio_eur:2023","czechia","fdi_mio_eur","2023",,"百万欧元","pending","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/bop_fdi6_flow?freq=A&currency=MIO_EUR&nace_r2=FDI&stk_flow=LIAB&entity=TOTAL&fdi_item=DI__D__F&partner=WRL_REST&geo=CZ&time=2023","A","2026-06-09","false","true","false","false","false","false","false","false","数值待接入","导入时 Eurostat 序列暂未发布该年度数值，保留为待接入。"
"v4_quality:czechia:fdi_mio_eur:2024","czechia","fdi_mio_eur","2024","12311.3","百万欧元","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/bop_fdi6_flow?freq=A&currency=MIO_EUR&nace_r2=FDI&stk_flow=LIAB&entity=TOTAL&fdi_item=DI__D__F&partner=WRL_REST&geo=CZ&time=2024","A","2026-06-09","true","false","false","false","true","true","true","true","","Eurostat BPM6 口径：Direct investment in the reporting economy (DIRE), liabilities flow；负值表示净减少。"
"v4_quality:czechia:fdi_mio_eur:2025","czechia","fdi_mio_eur","2025",,"百万欧元","pending","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/bop_fdi6_flow?freq=A&currency=MIO_EUR&nace_r2=FDI&stk_flow=LIAB&entity=TOTAL&fdi_item=DI__D__F&partner=WRL_REST&geo=CZ&time=2025","A","2026-06-09","false","true","false","false","false","false","false","false","数值待接入","导入时 Eurostat 序列暂未发布该年度数值，保留为待接入。"
"v4_quality:czechia:energy_import_dependency:2021","czechia","energy_import_dependency","2021","39.958","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=CZ&time=2021","A","2026-04-21","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:energy_import_dependency:2022","czechia","energy_import_dependency","2022","41.772","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=CZ&time=2022","A","2026-04-21","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:energy_import_dependency:2023","czechia","energy_import_dependency","2023","41.679","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=CZ&time=2023","A","2026-04-21","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:energy_import_dependency:2024","czechia","energy_import_dependency","2024","39.32","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=CZ&time=2024","A","2026-04-21","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:energy_import_dependency:2025","czechia","energy_import_dependency","2025",,"%","pending","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nrg_ind_id?unit=PC&siec=TOTAL&geo=CZ&time=2025","A","2026-04-21","false","true","false","false","false","false","false","false","数值待接入","导入时 Eurostat 序列暂未发布该年度数值，保留为待接入。"
"v4_quality:czechia:manufacturing_gva_gdp:2021","czechia","manufacturing_gva_gdp","2021","19.6","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=CZ&time=2021","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:manufacturing_gva_gdp:2022","czechia","manufacturing_gva_gdp","2022","19.4","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=CZ&time=2022","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:manufacturing_gva_gdp:2023","czechia","manufacturing_gva_gdp","2023","20.4","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=CZ&time=2023","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:manufacturing_gva_gdp:2024","czechia","manufacturing_gva_gdp","2024","19.9","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=CZ&time=2024","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:manufacturing_gva_gdp:2025","czechia","manufacturing_gva_gdp","2025","19.4","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/nama_10_a10?unit=PC_GDP&na_item=B1G&nace_r2=C&geo=CZ&time=2025","A","2026-07-02","true","false","false","false","true","true","true","true","",""
"v4_quality:czechia:automotive_export_share:2021","czechia","automotive_export_share","2021","27.9","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=CZ&time=2021","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:czechia:automotive_export_share:2022","czechia","automotive_export_share","2022","27.2","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=CZ&time=2022","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:czechia:automotive_export_share:2023","czechia","automotive_export_share","2023","32","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=CZ&time=2023","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:czechia:automotive_export_share:2024","czechia","automotive_export_share","2024","32.4","%","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=CZ&time=2024","A","2026-07-03","true","false","true","false","true","true","true","true","","由 Eurostat ext_tec09 计算：NACE C29 机动车、挂车和半挂车制造业出口 / 全部 NACE 出口。"
"v4_quality:czechia:automotive_export_share:2025","czechia","automotive_export_share","2025",,"%","pending","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/ext_tec09?freq=A&unit=THS_EUR&stk_flow=EXP&partner=WORLD&nace_r2=C29&nace_r2=TOTAL&geo=CZ&time=2025","A","2026-07-03","false","true","true","false","false","false","false","false","数值待接入","导入时 Eurostat ext_tec09 暂未发布该年度数值，保留为待接入。"
"v4_quality:slovakia:fiscal_deficit_gdp:2021","slovakia","fiscal_deficit_gdp","2021","-5.1","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=SK&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:fiscal_deficit_gdp:2022","slovakia","fiscal_deficit_gdp","2022","-1.6","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=SK&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:fiscal_deficit_gdp:2023","slovakia","fiscal_deficit_gdp","2023","-5.3","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=SK&time=2023","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:fiscal_deficit_gdp:2024","slovakia","fiscal_deficit_gdp","2024","-5.3","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=SK&time=2024","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:fiscal_deficit_gdp:2025","slovakia","fiscal_deficit_gdp","2025","-4.5","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=B9&geo=SK&time=2025","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_debt_gdp:2021","slovakia","government_debt_gdp","2021","60.2","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=SK&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_debt_gdp:2022","slovakia","government_debt_gdp","2022","57.8","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=SK&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_debt_gdp:2023","slovakia","government_debt_gdp","2023","55.8","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=SK&time=2023","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_debt_gdp:2024","slovakia","government_debt_gdp","2024","59.7","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=SK&time=2024","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_debt_gdp:2025","slovakia","government_debt_gdp","2025","61.4","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10dd_edpt1?unit=PC_GDP&sector=S13&na_item=GD&geo=SK&time=2025","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_revenue_gdp:2021","slovakia","government_revenue_gdp","2021","39.8","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=SK&time=2021","A","2026-04-22","true","false","false","false","true","true","true","true","",""
"v4_quality:slovakia:government_revenue_gdp:2022","slovakia","government_revenue_gdp","2022","41.5","% GDP","official","Eurostat","https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/gov_10a_main?unit=PC_GDP&sector=S13&na_item=TR&geo=SK&time=2022","A","2026-04-22","true","false","false","false","true","true","true","true","",""
